"Object" "Context" "ObjectResponse" "ContextResponse" "ChoiceNo" "SubjectNo" "Group" "CorrObjResp" "Accuracy" "SeenHit" "FalseSeenHit" "ContextAccuracy" "ObjectType" "ItemOrder" "CuriosityRating" "ItemOrderType" "CuriosityRatingType"
"Grape" "LivingRoom" "New" "None" 3 "P19" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"Mouse" "LivingRoom" "Familiar" "LivingRoom" 2 "P19" "Novel" "Seen" 1 0 0 1 "Old" 1 6 "Early" "High"
"RugbyBall" "LivingRoom" "Familiar" "StorageRoom" 2 "P19" "Novel" "Seen" 1 0 0 0 "Old" 4 6 "Late" "High"
"SaltSub" "LivingRoom" "New" "None" 2 "P19" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"Toaster" "LivingRoom" "New" "None" 1 "P19" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"EggBeater" "StorageRoom" "Seen" "LivingRoom" 1 "P19" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"HTCViveController" "StorageRoom" "New" "None" 2 "P19" "Novel" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"Mushroom" "StorageRoom" "Familiar" "StorageRoom" 4 "P19" "Novel" "Seen" 1 0 0 1 "Old" 1 6 "Early" "High"
"OfficeBin" "StorageRoom" "New" "None" 2 "P19" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"PiggyBank" "StorageRoom" "New" "None" 1 "P19" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"Spoons" "StorageRoom" "Seen" "StorageRoom" 4 "P19" "Novel" "Seen" 1 1 0 1 "Old" 6 6 "Late" "High"
"Canister" "Bedroom" "New" "None" 3 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 2 7 "Early" "High"
"Chaynik" "Bedroom" "New" "None" 4 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 1 7 "Early" "High"
"CinRoll" "Bedroom" "Seen" "LivingRoom" 1 "P20" "Familiar" "Seen" 1 1 0 0 "Old" 3 7 "Early" "High"
"Matrioshka" "Bedroom" "Seen" "Classroom" 1 "P20" "Familiar" "Seen" 1 1 0 0 "Old" 4 7 "Late" "High"
"Pinza" "Bedroom" "New" "None" 4 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 6 7 "Late" "High"
"Router" "Bedroom" "Seen" "Bedroom" 2 "P20" "Familiar" "Seen" 1 1 0 1 "Old" 5 7 "Late" "High"
"Basket" "Classroom" "New" "None" 3 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 6 4 "Late" "Low"
"HTCVive" "Classroom" "New" "StorageRoom" 4 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 4 4 "Late" "Low"
"Microphone" "Classroom" "New" "None" 4 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 5 4 "Late" "Low"
"PaperCoffeeCup" "Classroom" "New" "None" 2 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 3 4 "Early" "Low"
"ShowerHead" "Classroom" "New" "None" 3 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 2 4 "Early" "Low"
"WineBottle" "Classroom" "New" "None" 1 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 1 4 "Early" "Low"
"Clamps" "Gym" "Seen" "Gym" 2 "P20" "Familiar" "Seen" 1 1 0 1 "Old" 6 3 "Late" "Low"
"CoffeeMachine" "Gym" "New" "None" 4 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 4 3 "Late" "Low"
"CokeCan" "Gym" "Familiar" "Gym" 3 "P20" "Familiar" "Seen" 1 0 0 1 "Old" 5 3 "Late" "Low"
"DeskLight" "Gym" "Seen" "LivingRoom" 1 "P20" "Familiar" "Seen" 1 1 0 0 "Old" 3 3 "Early" "Low"
"Recorder" "Gym" "New" "None" 4 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 2 3 "Early" "Low"
"TennisBall" "Gym" "New" "None" 1 "P20" "Familiar" "Seen" 0 0 0 0 "Old" 1 3 "Early" "Low"
"FirstAidKit" "Library" "New" "None" 1 "P20" "Novel" "Seen" 0 0 0 0 "Old" 5 2 "Late" "Low"
"Glasses" "Library" "New" "None" 2 "P20" "Novel" "Seen" 0 0 0 0 "Old" 4 2 "Late" "Low"
"Jug" "Library" "New" "None" 1 "P20" "Novel" "Seen" 0 0 0 0 "Old" 3 2 "Early" "Low"
"Official hat" "Library" "New" "None" 1 "P20" "Novel" "Seen" 0 0 0 0 "Old" 2 2 "Early" "Low"
"Pumpkin" "Library" "New" "None" 3 "P20" "Novel" "Seen" 0 0 0 0 "Old" 6 2 "Late" "Low"
"UGGboot" "Library" "New" "None" 3 "P20" "Novel" "Seen" 0 0 0 0 "Old" 1 2 "Early" "Low"
"BallonDog" "LivingRoom" "Seen" "LivingRoom" 1 "P20" "Novel" "Seen" 1 1 0 1 "Old" 2 5 "Early" "High"
"Bread" "LivingRoom" "New" "None" 3 "P20" "Novel" "Seen" 0 0 0 0 "Old" 3 5 "Early" "High"
"Laptop" "LivingRoom" "Seen" "LivingRoom" 2 "P20" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"MobilePhone" "LivingRoom" "New" "None" 3 "P20" "Novel" "Seen" 0 0 0 0 "Old" 5 5 "Late" "High"
"OldRadio" "LivingRoom" "Seen" "Classroom" 4 "P20" "Novel" "Seen" 1 1 0 0 "Old" 4 5 "Late" "High"
"StrawberryDonut" "LivingRoom" "Seen" "LivingRoom" 3 "P20" "Novel" "Seen" 1 1 0 1 "Old" 6 5 "Late" "High"
"FireExtinguisher" "StorageRoom" "New" "None" 3 "P20" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"Hammer" "StorageRoom" "Familiar" "LivingRoom" 2 "P20" "Novel" "Seen" 1 0 0 0 "Old" 4 6 "Late" "High"
"MosquitoRacket" "StorageRoom" "New" "None" 2 "P20" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"NailScissors" "StorageRoom" "New" "None" 1 "P20" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"RockingHorse" "StorageRoom" "New" "None" 3 "P20" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"Toothpaste" "StorageRoom" "New" "None" 3 "P20" "Novel" "Seen" 0 0 0 0 "Old" 1 6 "Early" "High"
"Bread" "Bedroom" "New" "None" 1 "P22" "Novel" "Seen" 0 0 0 0 "Old" 3 5 "Early" "High"
"CoffeeMachine" "Bedroom" "Familiar" "Classroom" 2 "P22" "Novel" "Seen" 1 0 0 0 "Old" 2 5 "Early" "High"
"FireExtinguisher" "Bedroom" "Seen" "Bedroom" 2 "P22" "Novel" "Seen" 1 1 0 1 "Old" 5 5 "Late" "High"
"Jug" "Bedroom" "Familiar" "Gym" 1 "P22" "Novel" "Seen" 1 0 0 0 "Old" 4 5 "Late" "High"
"Recorder" "Bedroom" "Seen" "LivingRoom" 1 "P22" "Novel" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"StrawberryDonut" "Bedroom" "New" "None" 3 "P22" "Novel" "Seen" 0 0 0 0 "Old" 1 5 "Early" "High"
"CokeCan" "Classroom" "New" "None" 3 "P22" "Novel" "Seen" 0 0 0 0 "Old" 2 7 "Early" "High"
"Laptop" "Classroom" "New" "None" 4 "P22" "Novel" "Seen" 0 0 0 0 "Old" 5 7 "Late" "High"
"Matrioshka" "Classroom" "New" "None" 1 "P22" "Novel" "Seen" 0 0 0 0 "Old" 3 7 "Early" "High"
"MosquitoRacket" "Classroom" "Familiar" "Bedroom" 4 "P22" "Novel" "Seen" 1 0 0 0 "Old" 4 7 "Late" "High"
"RockingHorse" "Classroom" "New" "None" 3 "P22" "Novel" "Seen" 0 0 0 0 "Old" 6 7 "Late" "High"
"WineBottle" "Classroom" "New" "None" 3 "P22" "Novel" "Seen" 0 0 0 0 "Old" 1 7 "Early" "High"
"Chaynik" "Library" "New" "None" 3 "P22" "Familiar" "Seen" 0 0 0 0 "Old" 1 2 "Early" "Low"
"CinRoll" "Library" "New" "None" 2 "P22" "Familiar" "Seen" 0 0 0 0 "Old" 6 2 "Late" "Low"
"Hammer" "Library" "New" "None" 1 "P22" "Familiar" "Seen" 0 0 0 0 "Old" 4 2 "Late" "Low"
"OldRadio" "Library" "Familiar" "LivingRoom" 1 "P22" "Familiar" "Seen" 1 0 0 0 "Old" 5 2 "Late" "Low"
"PaperCoffeeCup" "Library" "Familiar" "Library" 1 "P22" "Familiar" "Seen" 1 0 0 1 "Old" 3 2 "Early" "Low"
"ShowerHead" "Library" "New" "None" 4 "P22" "Familiar" "Seen" 0 0 0 0 "Old" 2 2 "Early" "Low"
"Canister" "LivingRoom" "Seen" "LivingRoom" 2 "P22" "Familiar" "Seen" 1 1 0 1 "Old" 1 3 "Early" "Low"
"FirstAidKit" "LivingRoom" "New" "None" 2 "P22" "Familiar" "Seen" 0 0 0 0 "Old" 4 3 "Late" "Low"
"Microphone" "LivingRoom" "Familiar" "Bedroom" 3 "P22" "Familiar" "Seen" 1 0 0 0 "Old" 3 3 "Early" "Low"
"NailScissors" "LivingRoom" "New" "None" 2 "P22" "Familiar" "Seen" 0 0 0 0 "Old" 2 3 "Early" "Low"
"Router" "LivingRoom" "New" "None" 1 "P22" "Familiar" "Seen" 0 0 0 0 "Old" 5 3 "Late" "Low"
"Toothpaste" "LivingRoom" "New" "None" 4 "P22" "Familiar" "Seen" 0 0 0 0 "Old" 6 3 "Late" "Low"
"HandDrill" "Bedroom" "Seen" "LivingRoom" 3 "P23" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"MechanicalGloves" "Bedroom" "Seen" "Bedroom" 2 "P23" "Novel" "Seen" 1 1 0 1 "Old" 3 6 "Early" "High"
"MilkCarton" "Bedroom" "Seen" "Classroom" 1 "P23" "Novel" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"OfficeBin" "Bedroom" "Seen" "LivingRoom" 4 "P23" "Novel" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"Spoons" "Bedroom" "Familiar" "LivingRoom" 1 "P23" "Novel" "Seen" 1 0 0 0 "Old" 6 6 "Late" "High"
"Typewriter" "Bedroom" "Seen" "Library" 4 "P23" "Novel" "Seen" 1 1 0 0 "Old" 2 6 "Early" "High"
"Avocado" "Classroom" "Seen" "LivingRoom" 3 "P23" "Novel" "Seen" 1 1 0 0 "Old" 3 5 "Early" "High"
"HTCViveController" "Classroom" "Seen" "LivingRoom" 2 "P23" "Novel" "Seen" 1 1 0 0 "Old" 2 5 "Early" "High"
"Kettle" "Classroom" "Seen" "Bedroom" 1 "P23" "Novel" "Seen" 1 1 0 0 "Old" 5 5 "Late" "High"
"PencilSharpener" "Classroom" "New" "None" 3 "P23" "Novel" "Seen" 0 0 0 0 "Old" 6 5 "Late" "High"
"RugbyBall" "Classroom" "New" "None" 1 "P23" "Novel" "Seen" 0 0 0 0 "Old" 4 5 "Late" "High"
"Toaster" "Classroom" "Seen" "LivingRoom" 2 "P23" "Novel" "Seen" 1 1 0 0 "Old" 1 5 "Early" "High"
"CleaningBucket" "Gym" "New" "None" 4 "P23" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"Controller" "Gym" "Seen" "Bedroom" 2 "P23" "Novel" "Seen" 1 1 0 0 "Old" 2 6 "Early" "High"
"MokeExpress" "Gym" "Familiar" "StorageRoom" 1 "P23" "Novel" "Seen" 1 0 0 0 "Old" 5 6 "Late" "High"
"Mushroom" "Gym" "Seen" "Gym" 4 "P23" "Novel" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"Paprika" "Gym" "Seen" "Classroom" 4 "P23" "Novel" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"PiggyBank" "Gym" "New" "None" 3 "P23" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"Calculator" "Library" "New" "None" 3 "P23" "Familiar" "Seen" 0 0 0 0 "Old" 4 4 "Late" "Low"
"EggBeater" "Library" "Familiar" "StorageRoom" 4 "P23" "Familiar" "Seen" 1 0 0 0 "Old" 2 4 "Early" "Low"
"JBLSpeaker" "Library" "New" "None" 1 "P23" "Familiar" "Seen" 0 0 0 0 "Old" 5 4 "Late" "Low"
"Muffin" "Library" "New" "None" 4 "P23" "Familiar" "Seen" 0 0 0 0 "Old" 6 4 "Late" "Low"
"NikonCamera" "Library" "Seen" "Library" 1 "P23" "Familiar" "Seen" 1 1 0 1 "Old" 3 4 "Early" "Low"
"Openner" "Library" "Seen" "StorageRoom" 3 "P23" "Familiar" "Seen" 1 1 0 0 "Old" 1 4 "Early" "Low"
"Apple" "LivingRoom" "Seen" "StorageRoom" 2 "P23" "Familiar" "Seen" 1 1 0 0 "Old" 1 4 "Early" "Low"
"BaseballBat" "LivingRoom" "Seen" "StorageRoom" 4 "P23" "Familiar" "Seen" 1 1 0 0 "Old" 2 4 "Early" "Low"
"Cabbaage" "LivingRoom" "New" "None" 1 "P23" "Familiar" "Seen" 0 0 0 0 "Old" 3 4 "Early" "Low"
"Padella" "LivingRoom" "Familiar" "LivingRoom" 2 "P23" "Familiar" "Seen" 1 0 0 1 "Old" 4 4 "Late" "Low"
"Squeezer" "LivingRoom" "New" "None" 2 "P23" "Familiar" "Seen" 0 0 0 0 "Old" 5 4 "Late" "Low"
"Stapler" "LivingRoom" "New" "None" 4 "P23" "Familiar" "Seen" 0 0 0 0 "Old" 6 4 "Late" "Low"
"Grape" "StorageRoom" "Seen" "Classroom" 4 "P23" "Familiar" "Seen" 1 1 0 0 "Old" 1 7 "Early" "High"
"Headphones" "StorageRoom" "Familiar" "Library" 4 "P23" "Familiar" "Seen" 1 0 0 0 "Old" 5 7 "Late" "High"
"Mouse" "StorageRoom" "Seen" "Classroom" 2 "P23" "Familiar" "Seen" 1 1 0 0 "Old" 3 7 "Early" "High"
"Pineapple" "StorageRoom" "Seen" "LivingRoom" 2 "P23" "Familiar" "Seen" 1 1 0 0 "Old" 6 7 "Late" "High"
"SaltSub" "StorageRoom" "Familiar" "StorageRoom" 4 "P23" "Familiar" "Seen" 1 0 0 1 "Old" 2 7 "Early" "High"
"Teacup" "StorageRoom" "Seen" "Bedroom" 2 "P23" "Familiar" "Seen" 1 1 0 0 "Old" 4 7 "Late" "High"
"Basket" "Bedroom" "New" "None" 1 "P24" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"CokeCan" "Bedroom" "New" "None" 4 "P24" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"Jug" "Bedroom" "New" "None" 2 "P24" "Novel" "Seen" 0 0 0 0 "Old" 1 6 "Early" "High"
"PaperCoffeeCup" "Bedroom" "Familiar" "None" 3 "P24" "Novel" "Seen" 1 0 0 0 "Old" 2 6 "Early" "High"
"ShowerHead" "Bedroom" "New" "None" 3 "P24" "Novel" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"WineBottle" "Bedroom" "New" "None" 3 "P24" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"Canister" "Classroom" "New" "None" 4 "P24" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"CoffeeMachine" "Classroom" "Seen" "None" 3 "P24" "Novel" "Seen" 1 1 0 0 "Old" 3 6 "Early" "High"
"MosquitoRacket" "Classroom" "New" "None" 1 "P24" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"Official hat" "Classroom" "New" "None" 4 "P24" "Novel" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"Pumpkin" "Classroom" "Seen" "Bedroom" 3 "P24" "Novel" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"UGGboot" "Classroom" "New" "None" 4 "P24" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"Chaynik" "Gym" "New" "None" 2 "P24" "Novel" "Seen" 0 0 0 0 "Old" 3 7 "Early" "High"
"DeskLight" "Gym" "Seen" "Bedroom" 1 "P24" "Novel" "Seen" 1 1 0 0 "Old" 4 7 "Late" "High"
"Glasses" "Gym" "Familiar" "StorageRoom" 1 "P24" "Novel" "Seen" 1 0 0 0 "Old" 2 7 "Early" "High"
"Microphone" "Gym" "Familiar" "Library" 1 "P24" "Novel" "Seen" 1 0 0 0 "Old" 1 7 "Early" "High"
"OldRadio" "Gym" "New" "None" 3 "P24" "Novel" "Seen" 0 0 0 0 "Old" 5 7 "Late" "High"
"TennisBall" "Gym" "Seen" "Gym" 1 "P24" "Novel" "Seen" 1 1 0 1 "Old" 6 7 "Late" "High"
"Bread" "Library" "Familiar" "Library" 1 "P24" "Familiar" "Seen" 1 0 0 1 "Old" 6 2 "Late" "Low"
"NailScissors" "Library" "New" "None" 1 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 3 2 "Early" "Low"
"Pinza" "Library" "New" "None" 2 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 1 2 "Early" "Low"
"Recorder" "Library" "New" "None" 1 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 2 2 "Early" "Low"
"Router" "Library" "New" "None" 2 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 5 2 "Late" "Low"
"Toothpaste" "Library" "New" "Gym" 2 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 4 2 "Late" "Low"
"FireExtinguisher" "LivingRoom" "Familiar" "Library" 4 "P24" "Familiar" "Seen" 1 0 0 0 "Old" 2 4 "Early" "Low"
"FirstAidKit" "LivingRoom" "Familiar" "LivingRoom" 4 "P24" "Familiar" "Seen" 1 0 0 1 "Old" 4 4 "Late" "Low"
"Hammer" "LivingRoom" "Seen" "LivingRoom" 2 "P24" "Familiar" "Seen" 1 1 0 1 "Old" 1 4 "Early" "Low"
"HTCVive" "LivingRoom" "New" "None" 2 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 3 4 "Early" "Low"
"MobilePhone" "LivingRoom" "Familiar" "Library" 3 "P24" "Familiar" "Seen" 1 0 0 0 "Old" 5 4 "Late" "Low"
"StrawberryDonut" "LivingRoom" "Seen" "Classroom" 2 "P24" "Familiar" "Seen" 1 1 0 0 "Old" 6 4 "Late" "Low"
"BallonDog" "StorageRoom" "New" "None" 4 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 1 3 "Early" "Low"
"CinRoll" "StorageRoom" "New" "None" 2 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 3 3 "Early" "Low"
"Clamps" "StorageRoom" "New" "None" 2 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 5 3 "Late" "Low"
"Laptop" "StorageRoom" "New" "None" 1 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 4 3 "Late" "Low"
"Matrioshka" "StorageRoom" "New" "None" 4 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 6 3 "Late" "Low"
"RockingHorse" "StorageRoom" "New" "None" 3 "P24" "Familiar" "Seen" 0 0 0 0 "Old" 2 3 "Early" "Low"
"Calculator" "Bedroom" "Seen" "Library" 2 "P26" "Novel" "Seen" 1 1 0 0 "Old" 3 6 "Early" "High"
"Grape" "Bedroom" "Seen" "Bedroom" 4 "P26" "Novel" "Seen" 1 1 0 1 "Old" 4 6 "Late" "High"
"Muffin" "Bedroom" "Seen" "Bedroom" 3 "P26" "Novel" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"NikonCamera" "Bedroom" "Seen" "Bedroom" 1 "P26" "Novel" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"Toaster" "Bedroom" "Familiar" "StorageRoom" 3 "P26" "Novel" "Seen" 1 0 0 0 "Old" 6 6 "Late" "High"
"Typewriter" "Bedroom" "Seen" "Classroom" 3 "P26" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"EggBeater" "Classroom" "Seen" "StorageRoom" 4 "P26" "Novel" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"HandDrill" "Classroom" "Seen" "LivingRoom" 1 "P26" "Novel" "Seen" 1 1 0 0 "Old" 2 5 "Early" "High"
"Kettle" "Classroom" "Familiar" "Classroom" 2 "P26" "Novel" "Seen" 1 0 0 1 "Old" 1 5 "Early" "High"
"Mouse" "Classroom" "Familiar" "Classroom" 1 "P26" "Novel" "Seen" 1 0 0 1 "Old" 5 5 "Late" "High"
"Mushroom" "Classroom" "Seen" "Library" 1 "P26" "Novel" "Seen" 1 1 0 0 "Old" 4 5 "Late" "High"
"Padella" "Classroom" "Familiar" "Classroom" 3 "P26" "Novel" "Seen" 1 0 0 1 "Old" 3 5 "Early" "High"
"Apple" "Gym" "Familiar" "None" 2 "P26" "Novel" "Seen" 1 0 0 0 "Old" 2 6 "Early" "High"
"Cabbaage" "Gym" "Seen" "Library" 4 "P26" "Novel" "Seen" 1 1 0 0 "Old" 6 6 "Late" "High"
"PencilSharpener" "Gym" "New" "None" 1 "P26" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"Pineapple" "Gym" "Seen" "LivingRoom" 4 "P26" "Novel" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"SaltSub" "Gym" "Seen" "Classroom" 1 "P26" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"Squeezer" "Gym" "Seen" "Library" 4 "P26" "Novel" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"Avocado" "Library" "New" "StorageRoom" 1 "P26" "Familiar" "Seen" 0 0 0 0 "Old" 3 3 "Early" "Low"
"BaseballBat" "Library" "Familiar" "Classroom" 1 "P26" "Familiar" "Seen" 1 0 0 0 "Old" 1 3 "Early" "Low"
"Controller" "Library" "Seen" "Gym" 2 "P26" "Familiar" "Seen" 1 1 0 0 "Old" 6 3 "Late" "Low"
"Headphones" "Library" "Seen" "LivingRoom" 4 "P26" "Familiar" "Seen" 1 1 0 0 "Old" 2 3 "Early" "Low"
"OfficeBin" "Library" "Seen" "Classroom" 2 "P26" "Familiar" "Seen" 1 1 0 0 "Old" 5 3 "Late" "Low"
"PiggyBank" "Library" "Seen" "Library" 4 "P26" "Familiar" "Seen" 1 1 0 1 "Old" 4 3 "Late" "Low"
"CleaningBucket" "LivingRoom" "Familiar" "Gym" 1 "P26" "Familiar" "Seen" 1 0 0 0 "Old" 6 2 "Late" "Low"
"HTCViveController" "LivingRoom" "Familiar" "Gym" 4 "P26" "Familiar" "Seen" 1 0 0 0 "Old" 4 2 "Late" "Low"
"Openner" "LivingRoom" "Familiar" "None" 4 "P26" "Familiar" "Seen" 1 0 0 0 "Old" 1 2 "Early" "Low"
"Paprika" "LivingRoom" "Familiar" "StorageRoom" 1 "P26" "Familiar" "Seen" 1 0 0 0 "Old" 3 2 "Early" "Low"
"RugbyBall" "LivingRoom" "New" "None" 4 "P26" "Familiar" "Seen" 0 0 0 0 "Old" 5 2 "Late" "Low"
"Teacup" "LivingRoom" "New" "None" 1 "P26" "Familiar" "Seen" 0 0 0 0 "Old" 2 2 "Early" "Low"
"JBLSpeaker" "StorageRoom" "Familiar" "Gym" 1 "P26" "Familiar" "Seen" 1 0 0 0 "Old" 6 1 "Late" "Low"
"MechanicalGloves" "StorageRoom" "New" "StorageRoom" 3 "P26" "Familiar" "Seen" 0 0 0 1 "Old" 3 1 "Early" "Low"
"MilkCarton" "StorageRoom" "Seen" "LivingRoom" 3 "P26" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"MokeExpress" "StorageRoom" "Seen" "LivingRoom" 3 "P26" "Familiar" "Seen" 1 1 0 0 "Old" 5 1 "Late" "Low"
"Spoons" "StorageRoom" "Familiar" "LivingRoom" 1 "P26" "Familiar" "Seen" 1 0 0 0 "Old" 1 1 "Early" "Low"
"Stapler" "StorageRoom" "Familiar" "Classroom" 1 "P26" "Familiar" "Seen" 1 0 0 0 "Old" 4 1 "Late" "Low"
"Avocado" "Bedroom" "Seen" "Library" 2 "P27" "Novel" "Seen" 1 1 0 0 "Old" 2 6 "Early" "High"
"EggBeater" "Bedroom" "Seen" "None" 4 "P27" "Novel" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"Grape" "Bedroom" "Familiar" "Library" 3 "P27" "Novel" "Seen" 1 0 0 0 "Old" 6 6 "Late" "High"
"Mouse" "Bedroom" "Seen" "Bedroom" 1 "P27" "Novel" "Seen" 1 1 0 1 "Old" 4 6 "Late" "High"
"PencilSharpener" "Bedroom" "New" "None" 4 "P27" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"Teacup" "Bedroom" "New" "None" 2 "P27" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"BaseballBat" "Classroom" "New" "Classroom" 1 "P27" "Novel" "Seen" 0 0 0 1 "Old" 1 6 "Early" "High"
"Calculator" "Classroom" "Seen" "Classroom" 2 "P27" "Novel" "Seen" 1 1 0 1 "Old" 4 6 "Late" "High"
"CleaningBucket" "Classroom" "New" "None" 3 "P27" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"Spoons" "Classroom" "New" "None" 3 "P27" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"Stapler" "Classroom" "Familiar" "StorageRoom" 2 "P27" "Novel" "Seen" 1 0 0 0 "Old" 3 6 "Early" "High"
"Typewriter" "Classroom" "New" "None" 1 "P27" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"HandDrill" "Gym" "Familiar" "StorageRoom" 1 "P27" "Novel" "Seen" 1 0 0 0 "Old" 4 5 "Late" "High"
"JBLSpeaker" "Gym" "Familiar" "Gym" 2 "P27" "Novel" "Seen" 1 0 0 1 "Old" 3 5 "Early" "High"
"MokeExpress" "Gym" "Familiar" "Classroom" 2 "P27" "Novel" "Seen" 1 0 0 0 "Old" 6 5 "Late" "High"
"Mushroom" "Gym" "Seen" "StorageRoom" 3 "P27" "Novel" "Seen" 1 1 0 0 "Old" 2 5 "Early" "High"
"Padella" "Gym" "Familiar" "None" 4 "P27" "Novel" "Seen" 1 0 0 0 "Old" 5 5 "Late" "High"
"Pineapple" "Gym" "Seen" "Gym" 1 "P27" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"Cabbaage" "Library" "New" "None" 1 "P27" "Familiar" "Seen" 0 0 0 0 "Old" 1 2 "Early" "Low"
"Kettle" "Library" "Seen" "Gym" 4 "P27" "Familiar" "Seen" 1 1 0 0 "Old" 3 2 "Early" "Low"
"Muffin" "Library" "Familiar" "Library" 1 "P27" "Familiar" "Seen" 1 0 0 1 "Old" 5 2 "Late" "Low"
"Paprika" "Library" "Seen" "Library" 4 "P27" "Familiar" "Seen" 1 1 0 1 "Old" 2 2 "Early" "Low"
"SaltSub" "Library" "New" "None" 4 "P27" "Familiar" "Seen" 0 0 0 0 "Old" 4 2 "Late" "Low"
"Toaster" "Library" "Familiar" "Library" 1 "P27" "Familiar" "Seen" 1 0 0 1 "Old" 6 2 "Late" "Low"
"HTCViveController" "LivingRoom" "Familiar" "Bedroom" 3 "P27" "Familiar" "Seen" 1 0 0 0 "Old" 3 4 "Early" "Low"
"MechanicalGloves" "LivingRoom" "Seen" "Classroom" 3 "P27" "Familiar" "Seen" 1 1 0 0 "Old" 4 4 "Late" "Low"
"NikonCamera" "LivingRoom" "Seen" "LivingRoom" 1 "P27" "Familiar" "Seen" 1 1 0 1 "Old" 6 4 "Late" "Low"
"OfficeBin" "LivingRoom" "Seen" "LivingRoom" 2 "P27" "Familiar" "Seen" 1 1 0 1 "Old" 5 4 "Late" "Low"
"PiggyBank" "LivingRoom" "Familiar" "LivingRoom" 4 "P27" "Familiar" "Seen" 1 0 0 1 "Old" 1 4 "Early" "Low"
